"","ids","name","followers","tracks","date","collab","description","owner","public"
"2945","37i9dQZF1DX3TZP21TXsN6","Fresh Flows",62748,64,2021-05-03,FALSE,"Elke vrijdag de nieuwste NL Rap tracks. Cover: CHO & Frenna","spotify",FALSE
"2946","37i9dQZF1DWSic3nMj9lmy","Hip-Hop Cuisine",7617,189,2021-05-03,FALSE,"Vijfsterren Hip-Hop.","spotify",FALSE
"2947","37i9dQZF1DX0AgrgHFR9aa","Lyricistes",119525,50,2021-05-03,FALSE,"Les plus belles plumes rap français du moment. Photo : Caballero","spotify",FALSE
"2948","37i9dQZF1DX0MQyr3f5fHy","101Barz Sessies",65464,99,2021-05-03,FALSE,"De welbekende 101Barz studiosessies op je Spotify beeldscherm.","spotify",FALSE
"2949","37i9dQZF1DX7INdDhuhzXd","Domme Jeugd",67345,54,2021-05-03,FALSE,"De domste en hardste tracks. Rasskulz = de domste van de week","spotify",FALSE
"2950","37i9dQZF1DX4vtqvRrjUfx","The Slaylist",18235,60,2021-05-03,FALSE,"Zo doe je dat slay all day. Cover: Natti Natasha & Becky G","spotify",FALSE
"2951","37i9dQZF1DX3S2ONCFIYHU","Made In Belgium",46702,150,2021-05-03,FALSE,"#PlayLocal - #ikluisterbelgisch - Support local artists from Belgium.","spotify",FALSE
"2952","37i9dQZF1DX4vNiPG3L1bE","Liefde voor Muziek",16048,85,2021-05-03,FALSE,"Luister naar een nieuw seizoen Liefde Voor Muziek en een greep uit de mooiste nummers van voorgaande  jaren.","spotify",FALSE
"2953","37i9dQZF1DWVJyzEwVacEu","Platinum Hits",23982,100,2021-05-03,FALSE,"Luister en zing mee met bekende hits van de afgelopen jaren. Cover: Alicia Keys.","spotify",FALSE
"2954","37i9dQZF1DWVqKlZYKYE4p","Best of Belgium",4151,150,2021-05-03,FALSE,"The best of Belgium all in one playlist. Cover: Hooverphonic.","spotify",FALSE
"2955","37i9dQZF1DX6IL6KMs4LF0","Tune In!",11940,100,2021-05-03,FALSE,"Luister nieuwe en bekende popmuziek uit binnen en buitenland. Cover: Emma Bale.","spotify",FALSE
"2956","37i9dQZF1DWSq1nQilUgG8","Restez Branché",18502,85,2021-05-03,FALSE,"Restez au courant des nouveaux titres et des tubes d'ici et ailleurs. Cover: Charles.","spotify",FALSE
"2957","37i9dQZF1DWTUz2C4atV8x","Vlaamse KLEI",6119,53,2021-05-03,FALSE,"De grootste Vlaamse hits van vroeger en nu. Cover: Clouseau.","spotify",FALSE
"2958","37i9dQZF1DX9SqsZgPNg4j","Schoon Vlaams",4651,65,2021-05-03,FALSE,"De beste nieuwe Pop in het Vlaams. Cover: Jaap Reesema, Pommelien Thijs.","spotify",FALSE
"2959","37i9dQZF1DX4UF20jxFQBv","Vlaanderen Boven!",3289,71,2021-05-03,FALSE,"Meezingen met de beste Vlaamse hits, levensliederen en Vlaams Populair. Cover: Niels Destadsbader, Regi.","spotify",FALSE
"2960","37i9dQZF1DX2fMaj5GfMh3","Fresh Pop",68997,100,2021-05-03,FALSE,"Ontdek nieuwe pop favorieten! Cover: Billie Eilish.","spotify",FALSE
"2961","37i9dQZF1DXb1cKZ3eM1zf","Pinkpop 50 jaar",36213,500,2021-05-03,FALSE,"50 jaar Pinkpop door 500 Pinkpop artiesten!","spotify",FALSE
"2962","37i9dQZF1DXcQRnVXaCXYk","The Pop Lounge",39547,80,2021-05-03,FALSE,"Neem plaats in je eigen Pop Lounge, thuis, onderweg of op het werk.","spotify",FALSE
"2963","37i9dQZF1DX8vwRmUsEIMT","All New All Now",491734,80,2021-05-03,FALSE,"All the new music you need to hear right now. Cover: Jessie Ware","spotify",FALSE
"2964","37i9dQZF1DWYSNbqvqvhBQ","Stay Tuned!",91136,100,2021-05-03,FALSE,"Luister naar de fijnste nieuwe songs en hits van dit moment! Cover: Jake Isaac.","spotify",FALSE
"2965","37i9dQZF1DX6L1CUnSfVed","Anthologie du Rock Français",139421,50,2021-05-03,FALSE,"Les plus grands standards du rock français. Photo : Les Rita Mitsouko","spotify",FALSE
"2966","37i9dQZF1DXbJR1DWfHjWw","Les Dieux du Stade",8205,50,2021-05-03,FALSE,"Les plus grands hymnes de stade du rock. Photo : Muse","spotify",FALSE
"2967","37i9dQZF1DX2xKCIjknUoQ","Génération Rock Français",6817,50,2021-05-03,FALSE,"Le meilleur du rock français moderne. Photo : Skip The Use","spotify",FALSE
"2968","37i9dQZF1DX1wIwohTkddk","Latin Flavor",6936,80,2021-05-03,FALSE,"Stilzitten is niet mogelijk. Cover: Daddy Yankee.","spotify",FALSE
"2969","37i9dQZF1DWYPwGkJoztcR","'t Koffiehuis",271940,100,2021-05-03,FALSE,"Koffie met gemoedelijke muziek op de achtergrond.","spotify",FALSE
"2970","37i9dQZF1DX9u7XXOp0l5L","Happy Tunes",412181,100,2021-05-03,FALSE,"Voel je goed met deze tijdloze Happy Tunes!","spotify",FALSE
"2971","37i9dQZF1DX79N7YUDFu8f","Easy On Saturday",96959,100,2021-05-03,FALSE,"Lekker rustig aan doen op zaterdag met deze zachte pop liedjes.","spotify",FALSE
"2972","37i9dQZF1DX8685vIIepKh","Garde la pêche !",491048,50,2021-05-03,FALSE,"La playlist survitaminée !","spotify",FALSE
"2973","37i9dQZF1DWWeNODNe68OF","Feeling Good, Feeling Great",132189,100,2021-05-03,FALSE,"Check deze 'Feel good' soundtrack voor een goed humeur!!","spotify",FALSE
"2974","37i9dQZF1DWZpGSuzrdTXg","Easy On Sunday",229624,100,2021-05-03,FALSE,"Lekker rustig aan doen op zondag met deze zachte pop liedjes.","spotify",FALSE
"2975","37i9dQZF1DX5dJCW6dyCUe","Morning Tea",158319,100,2021-05-03,FALSE,"Start de ochtend met een kop thee en warme tunes!","spotify",FALSE
"2976","37i9dQZF1DX5vd6FCn1mLx","Déjà Vu",133138,100,2021-05-03,FALSE,"100 liedjes voor al die mooie herinneringen.","spotify",FALSE
"2977","37i9dQZF1DXbsnOYq8Gbrp","'n Goede Bui",115280,100,2021-05-03,FALSE,"Weer of geen weer, altijd een goede bui! Muziek om vrolijk van te worden.","spotify",FALSE
"2978","37i9dQZF1DWUxUko6rcfsK","Beautiful Day",60924,66,2021-05-03,FALSE,"Het leven is goed en dat verdient fijne muziek!","spotify",FALSE
"2979","37i9dQZF1DWZLcGGC0HJbc","A Walk Alone",81586,80,2021-05-03,FALSE,"Even alleen met de muziek zijn.","spotify",FALSE
"2980","37i9dQZF1DX2BCjruDQhfl","Vibes",108323,96,2021-05-03,FALSE,"Chill out met r&b vibes. Cover: kans","spotify",FALSE
"2981","37i9dQZF1DX2hNQN2Fv6Cy","R&B Classics Party",9126,150,2021-05-03,FALSE,"R&B fissa met 90's & 00's. Destiny's Child, Aaliyah, Justin Timberlake en Usher.","spotify",FALSE
"2982","37i9dQZF1DWTbCTQUrf6sj","R&B Party",6474,102,2021-05-03,FALSE,"Fissa met R&B tunes. Beyoncé, Chris Brown, Jeremih en Rihanna.","spotify",FALSE
"2983","37i9dQZF1DWX9mGYsaqc7V","Slow Jamz",213695,100,2021-05-03,FALSE,"Dim the lights and chill with these classic slow jamz.","spotify",FALSE
"2984","37i9dQZF1DX79tXjMZ42D6","R&B Slow Jams",18420,96,2021-05-03,FALSE,"De beste tracks voor tussen de lakens.","spotify",FALSE
"2985","37i9dQZF1DXa56nCfFVHm7","R&B Workout",35627,55,2021-05-03,FALSE,"R&B tracks that will keep your energy level high","spotify",FALSE
"2986","37i9dQZF1DWVKqzBo1JsCN","Let's Get Funky",7095,80,2021-05-03,FALSE,"Funk to the good ol' tunes!","spotify",FALSE
"2987","37i9dQZF1DX8Xe7pyFsYj1","Slow Movement",27042,100,2021-05-03,FALSE,"Mooiste neo-soul, hip-hop en indie. Cover: Full Crate","spotify",FALSE
"2988","37i9dQZF1DX2V0aSk8JHcR","Indie Goesting",9161,60,2021-05-03,FALSE,"Altijd zin in de beste nieuwe indie, rock en alternative tracks uit België. Cover: Float Fall.","spotify",FALSE
"2989","37i9dQZF1DWZ6hhZQWuJww","Indie Dada",507,60,2021-05-03,FALSE,"Get in your dada with these everlasting Indie alternative songs made in Belgium. Cover: Balthazar.","spotify",FALSE
"2990","37i9dQZF1DX6MUrG3NBYtM","Alternative All Lined Up",62142,100,2021-05-03,FALSE,"Indie, Alternative en Rock met een randje in één playlist. Cover: Greta Van Fleet.","spotify",FALSE
"2991","37i9dQZF1DX39Q9ceUSQK1","New Alternative",33630,100,2021-05-03,FALSE,"De nieuwste indie, alternative en rock releases. Cover: girl in red.","spotify",FALSE
"2992","37i9dQZF1DX1czcPqVBb5m","Rock Werchter Best of",23524,200,2021-05-03,FALSE,"Listen to the very best of Rock Werchter.","spotify",FALSE
"2993","37i9dQZF1DWTujiC7wfofZ","Indie Party",355899,100,2021-05-03,FALSE,"All the indie disco platters that matter.","spotify",FALSE
"2994","37i9dQZF1DX61tcJXPSFg7","Indispensable",8707,50,2021-05-03,FALSE,"L'essentiel des hits récents de la scène indie. Photo : Camp Claude","spotify",FALSE
"2995","37i9dQZF1DX0lyPY3TrtOd","Indie Festival",24914,70,2021-05-03,FALSE,"Het festival gevoel met indie & alternative","spotify",FALSE
"2996","37i9dQZF1DXa6nwj9J2RnE","karakter.",22541,100,2021-05-03,FALSE,"edgy muziek met een rand uit eigen land. cover: Kafka.","spotify",FALSE
"2997","37i9dQZF1DWWrJKwf0q9nn","Hot New Dance",114526,77,2021-05-03,FALSE,"Ontdek vers geselecteerde dance releases! Cover: Shermanology","spotify",FALSE
"2998","37i9dQZF1DWTwCImwcYjDL","360 Dance",238638,70,2021-05-03,FALSE,"De grootste Dance hits van het moment. Cover: Majestic","spotify",FALSE
"2999","37i9dQZF1DX2ppZRbtvOX1","Platinum Dance Hits",25033,100,2021-05-03,FALSE,"De bekendste Dance hits.","spotify",FALSE
"3000","37i9dQZF1DX8EyMj5jl6Tz","The Remix Party",134494,96,2021-05-03,FALSE,"Geef dat feestje herkenning met bekende hits in een remixjasje!","spotify",FALSE
"3001","37i9dQZF1DX6Z0nWFAx7KL","Dance Chill",10209,60,2021-05-03,FALSE,"You can dance or chill.","spotify",FALSE
"3002","37i9dQZF1DX61fc6zAraeo","Power Up!",65744,80,2021-05-03,FALSE,"Dance tracks for your power moves","spotify",FALSE
"3003","37i9dQZF1DX7NhGf24haor","Hardstyle Adrenaline!",38408,79,2021-05-03,FALSE,"Discover the newest Hardstyle tracks. Cover: Da Tweekaz & LNY TNZ","spotify",FALSE
"3004","37i9dQZF1DWVeaKLQEHvvH","Moombah Madness",40400,100,2021-05-03,FALSE,"Schud en zak het.","spotify",FALSE
"3005","37i9dQZF1DX73EtbU4jEcn","Top Hits Workout",208174,99,2021-05-03,FALSE,"Hits om je helemaal mee in het zweet te werken.","spotify",FALSE
"3006","37i9dQZF1DX0wdQKgYFb7Q","Maximum Concentration",82153,180,2021-05-03,FALSE,"Muziek voor de optimale concentratie.","spotify",FALSE
"3007","37i9dQZF1DX9etR9S28cIo","Calm & Focused",79442,128,2021-05-03,FALSE,"Vind rust en concentratie in deze klassieke muziek. Cover: Annelie.","spotify",FALSE
"3008","37i9dQZF1DX9FIMhEujaK6","Ibiza Sunset",294495,50,2021-05-03,FALSE,"The ultimate chilled soundtrack to bring your day to a close.","spotify",TRUE
"3009","37i9dQZF1DX79UF7ALECl7","Coffee Club",106515,100,2021-05-03,FALSE,"Have some chill house with your coffee.","spotify",FALSE
"3010","37i9dQZF1DX9FcC8tuoPzi","Chill Mode: On",118293,77,2021-05-03,FALSE,"Zet je chill knop aan en relax.","spotify",FALSE
"3011","37i9dQZF1DX0bQY35v8q9S","Nachtklanken",35078,60,2021-05-03,FALSE,"Voel de nachtrust tot je komen.","spotify",FALSE
"3012","37i9dQZF1DWWu1NXpHyPJK","90's Allerbeste",33324,100,2021-05-03,FALSE,"Allerbeste songs van de 90's! Cover: No Doubt.","spotify",FALSE
"3013","37i9dQZF1DX24qPmFcsLjy","80's Allerbeste",39517,100,2021-05-03,FALSE,"Allerbeste songs van de 80's! Cover: U2.","spotify",FALSE
"3014","37i9dQZF1DXbkk7Hqpo679","70's Allerbeste",30258,80,2021-05-03,FALSE,"Allerbeste songs van de 70's! Cover: The Cats.","spotify",FALSE
"3015","37i9dQZF1DXddFXwrHAcsz","80's Beste NL-talig",26150,60,2021-05-03,FALSE,"Beste Nederlandstalige songs uit de 80's! Cover: André Hazes.","spotify",FALSE
"3016","37i9dQZF1DXdvqwwMRhV5l","00's Allerbeste",21523,100,2021-05-03,FALSE,"Allerbeste songs uit de 00's! Cover: Dinand Woesthoff (Kane).","spotify",FALSE
"3017","37i9dQZF1DX6oMvmbu4tmz","10's Allerbeste",21857,100,2021-05-03,FALSE,"De allerbeste songs van de 10's! Cover: Martin Garrix.","spotify",FALSE
"3018","37i9dQZF1DWXITunTkur7X","10's Beste NL-talig",56544,70,2021-05-03,FALSE,"Beste Nederlandstaligs songs uit de 10's! Cover: BLØF","spotify",FALSE
"3019","37i9dQZF1DWWPrKrMtYWsw","80's Beste van NL",15491,60,2021-05-03,FALSE,"Beste 80's songs uit Nederland. Cover: BZN.","spotify",FALSE
"3020","37i9dQZF1DWV0ZUxxiasRM","70's Beste van NL",13311,60,2021-05-03,FALSE,"Beste 70's songs uit Nederland. Cover: George Baker.","spotify",FALSE
"3021","37i9dQZF1DXaQpIUzyByme","90's Beste NL-talig",21438,70,2021-05-03,FALSE,"Beste Nederlandstalige songs uit de 90's! Cover: Marco Borsato.","spotify",FALSE
"3022","37i9dQZF1DX7CfwQr5vk7g","Weakend!",159808,61,2021-05-03,FALSE,"Ga ijzersterk het weekend in met deze party bangers.","spotify",FALSE
"3023","37i9dQZF1DX47uat5buwl0","Pre-Party Mood",73004,58,2021-05-03,FALSE,"Voel je goed. Maak nieuwe herinneringen.","spotify",FALSE
"3024","37i9dQZF1DXd3ubJMppxuP","Gas Erop!",15608,50,2021-05-03,FALSE,"Feest van de keet tot het café","spotify",FALSE
"3025","37i9dQZF1DWViiUS7TyGN3","Ballad Uurtjes",70929,91,2021-05-03,FALSE,"Kom even helemaal tot rust met deze gevoelige ballads.","spotify",FALSE
"3026","37i9dQZF1DX3lPnCj14MCY","Rainbow Mix",19463,70,2021-05-03,FALSE,"Pride comes in different colours. Embrace them all with your favourite anthems. ""Let's have a kiki!""","spotify",FALSE
"3027","37i9dQZF1DXcttP9IwoTTL","Jennifer Cardini's track IDs",7821,70,2021-05-03,FALSE,"<a href=""spotify:artist:3AN049igIAaoX0fjTCkpnf"">Jennifer Cardini</a>'s favorite tracks. Updated regularly. Curated by Jennifer Cardini. More track IDs <a href=""spotify:genre:track_id"">here</a>.","spotify",FALSE
"3028","37i9dQZF1DWXdynNwVeJMs","Belgo-Jazz",3356,85,2021-05-03,FALSE,"Listen to the finest Jazz made in Belgium. Cover: STUFF..","spotify",FALSE
"3029","37i9dQZF1DWX2Y4jtvVshZ","Soul Cuisine",51855,200,2021-05-03,FALSE,"Voor een soulful diner.","spotify",FALSE
"3030","37i9dQZF1DXd9dy0tcoQft","Soul Food",4938,55,2021-05-03,FALSE,"Add some sweat soul music to your dinner. Cover: Jake Isaac.","spotify",TRUE
"3031","37i9dQZF1DX4IKP8YpqoNQ","Soul Live",11807,60,2021-05-03,FALSE,"Experience the best live performances.","spotify",FALSE
"3032","37i9dQZF1DXahOxTf7V33W","À la maison avec Angèle",10445,36,2021-05-03,FALSE,"Angèle partage sa sélection de titres pour rester à la maison !","spotify",FALSE
"3033","37i9dQZF1DWWAyGwzTHuvE","Faire du sport avec Christine and the Queens",2310,33,2021-05-03,FALSE,"Christine and the Queens partage sa sélection pour rythmer votre séance de sport !","spotify",FALSE
"3034","37i9dQZF1DX7yhuKT9G4qk","Eetclub!",41341,100,2021-05-03,FALSE,"Lekker  eten en lang natafelen? Daar hoort muziek bij!","spotify",FALSE
"3035","37i9dQZF1DWW3SqWW9mkLU","Ruig & Riffs",4025,65,2021-05-03,FALSE,"Ruige riffs, gruizige garage en de beste punkrock van eigen bodem en daarbuiten, komaan! Cover: The Sore Losers.","spotify",FALSE
"3036","37i9dQZF1DX4ZBV39caaP4","French Punk Heroes",11298,50,2021-05-03,FALSE,"Le meilleur de la scène punk française d'hier et d'aujourd'hui.","spotify",FALSE
"3037","37i9dQZF1DX4kZR8vL5oVX","EQUAL France",186301,50,2021-05-03,FALSE,"Les femmes montent le son. Photo : Meryl","spotify",FALSE
"3038","37i9dQZF1DX9rxhnvD0n74","Rifino",5489,50,2021-05-03,FALSE,"Sweet Rif songs, Ghbba Musica. Cover : Glades, Ali B, Mo Temsamani.","spotify",FALSE
"3039","37i9dQZF1DX3MSnVLI9GuJ","SSSS.GRIDMAN",3555,30,2021-05-03,FALSE,"Enjoy music from SSSS.GRIDMAN! 2018年10月から12月にかけて放送された日本のテレビアニメ作品。円谷プロダクションとTRIGGERという日本を代表するスタジオがタッグで贈るテレビアニメーションシリーズ第1弾！Ⓒ円谷プロ Ⓒ2018 TRIGGER・雨宮哲／「GRIDMAN」製作委員会","spotify",FALSE
"3040","37i9dQZF1DX7FZ0seRPYZR","Rauwe Kost",1593,65,2021-05-03,FALSE,"Hard & Heavy uit de Benelux. Cover: Off the Cross.","spotify",FALSE
"3041","37i9dQZF1DWWxQEAB6whFb","Route Du Soleil",46667,49,2021-05-03,FALSE,"Franstalige liedjes van vroeger en nu voor onderweg naar het zuiden.","spotify",FALSE
"3042","37i9dQZF1DXbcZUQ66mVM3","Disney Nederlands",15084,54,2021-05-03,FALSE,"Disney favorieten in het Nederlands. Met nieuwe liedjes en de klassiekers.","spotify",FALSE
"3043","37i9dQZEVXbOa2lmxNORXQ","Top 50 - Colombia",660185,50,2021-05-03,FALSE,"Your daily update of the most played tracks right now - Colombia.","spotifycharts",FALSE
"3044","37i9dQZF1DWSIJCwMOQ10E","Rumba Colombiana",82931,80,2021-05-03,FALSE,"Conmemorando 70 años de Codiscos. Foto: Grupo Niche","spotify",FALSE
"3045","37i9dQZF1DX07X8UDWKEwP","Tropical Rising",239064,83,2021-05-03,FALSE,"Novedades del mundo tropical. Cover: Ralphy Dreamz","spotify",FALSE
"3046","37i9dQZF1DWU6aakG7fctq","LatinX Indie Rising",490117,60,2021-05-03,FALSE,"Fresh Latin Indie. Cover: Juan Wauters","spotify",FALSE
"3047","37i9dQZF1DXctZGldNPWLR","Lo Que Suena",173583,100,2021-05-03,FALSE,"Los éxitos que más están sonando en el momento. Portada: Karol G #ElMakinon","spotify",FALSE
"3048","37i9dQZF1DX1KN7YrOIxQD","Éxitos Centroamérica",83484,50,2021-05-03,FALSE,"Los éxitos del momento en Centroamérica. Foto: Christian Nodal & Gera MX","spotify",FALSE
"3049","37i9dQZF1DX92MLsP3K1fI","Oye Pop",12837,50,2021-05-03,FALSE,"¡Sube el volumen y disfruta del pop más chicloso! En portada: Kalimba","spotify",FALSE
"3050","37i9dQZF1DX2y6end4Tb8T","808.",6718,100,2021-05-03,FALSE,"Rap de alta gama. 
Foto: Drake.","spotify",FALSE
"3051","37i9dQZF1DX0JcH25923HT","Trap Rewind",85070,100,2021-05-03,FALSE,"Esos éxitos del trap latino que todavía quieres seguir escuchando.
Foto: Paulo Londra.","spotify",FALSE
"3052","37i9dQZF1DWXrVH01e3PIE","Trapperz Argentina",477706,100,2021-05-03,FALSE,"La casa del Trap Argentino. 
Foto: Duki.","spotify",FALSE
"3053","37i9dQZF1DWVFZbCNivv6B","Arena Hip-Hop",404063,80,2021-05-03,FALSE,"Hip-hop mexicano, rimas de la calle en viva voz. Foto: Santa Fe Klan, La Santa Grifa","spotify",FALSE
"3054","37i9dQZF1DXc5PHJQUwAnG","Trapperz Mexa",139320,80,2021-05-03,FALSE,"Puro trap con código postal mexicano. Foto: Opium G","spotify",FALSE
"3055","37i9dQZF1DX2v4h8QERQPb","Hip Hop Argento",127064,108,2021-05-03,FALSE,"Rimas argentinas. 
Foto: Fianru.","spotify",FALSE
"3056","37i9dQZF1DXbONvB5b3uef","HUMO",104066,52,2021-05-03,FALSE,"Una selección hecha por Alemán para un acelerón de trueno verde.","spotify",FALSE
"3057","37i9dQZF1DX0rrtMTI2Ff5","In English: Replay",32473,100,2021-05-03,FALSE,"Éxitos internacionales que no pasan de moda.
Para novedades, escucha la nueva playlist <a href=""spotify:playlist:37i9dQZF1DX6aTaZa0K6VA"">Pop Up</a>.","spotify",FALSE
"3058","37i9dQZF1DWVpWZiQLVZtt","Clásicos del Pop Latino",195956,50,2021-05-03,FALSE,"Canciones que te hicieron bailar, reír, llorar, y que quedarán para siempre. Foto: Luis Miguel","spotify",FALSE
"3059","37i9dQZF1DX219uawZE3sT","Telenovelas",62683,70,2021-05-03,FALSE,"Apasiónate y revive los temas de tus historias predilectas. Foto: Thalía","spotify",FALSE
"3060","37i9dQZF1DX4YhSbTs17ha","Sólo Pop",1394359,90,2021-05-03,FALSE,"Escucha las canciones de pop más exitosas en México. En portada: Ricky Martin, Carlos Vives","spotify",FALSE
"3061","37i9dQZF1DX9L93gfg5cPa","Mega Pop Mix",423954,100,2021-05-03,FALSE,"El mejor Pop de nuestros días, en un playlist hecho a tu medida. Foto: Sofía Reyes","spotify",FALSE
"3062","37i9dQZF1DX3hXmsXxRAC2","Cancionero Juan Gabriel",274598,100,2021-05-03,FALSE,"Las voces que han inmortalizado la música del Divo de Juárez.","spotify",FALSE
"3063","37i9dQZF1DWYMHB55fgZrY","Iconos del Rock Mexicano",351332,100,2021-05-03,FALSE,"Descansa en paz, Sax. ","spotify",FALSE
"3064","37i9dQZF1DWY7LJpmTFjnp","La + Chingona",859372,50,2021-05-03,FALSE,"Una dosis con lo más chingón pa'l gusto mexicano. En portada: Maldita Vecindad y los Hijos del 5to Patio.","spotify",FALSE
"3065","37i9dQZF1DX36aMMENsgJy","URBANO.",24236,150,2021-05-03,FALSE,"Lo urbano que esta moviendo la calle.","spotify",FALSE
"3066","37i9dQZF1DX0SZWVrotKn1","Perreo en Casa",85923,60,2021-05-03,FALSE,"Tú me dejaste caer pero el perreo me levantó.","spotify",FALSE
"3067","37i9dQZF1DWTOCFhDS6muW","Punta",8861,38,2021-05-03,FALSE,"¡Esto es punta!","spotify",FALSE
"3068","37i9dQZF1DWUvQoIOFMFUT","The Stress Buster",435697,85,2021-05-03,FALSE,"Breathe deep and release that pressure.","spotify",FALSE
"3069","37i9dQZF1DX68kWwWBDPYS","Distrito Indie",154294,50,2021-05-03,FALSE,"Bandas locales y extranjeras de la escena mexicana. En portada: Sonic Emerson","spotify",FALSE
"3070","37i9dQZF1DWVxoleDT3ILq","Indie Chile",120859,100,2021-05-03,FALSE,"Todo el sonido indie de Chile. Foto: Magnolia Nojutsu.","spotify",FALSE
"3071","37i9dQZF1DX8C585qnMYHP","Fresh Finds: Experimental",57940,50,2021-05-03,FALSE,"The best new music from independent artists and labels. Updates every Wednesday. Cover: Colleen. Artwork: Thami Nabil ","spotify",TRUE
"3072","37i9dQZF1DWTOPE5PGBHDN","Sin Lipo",18653,100,2021-05-03,FALSE,"Para las mujeres que le dan duro al  gym. ¡A quemar grasa con este playlist!","spotify",FALSE
"3073","37i9dQZF1DWYzTSrc7SiSZ","Chill Latino",587536,100,2021-05-03,FALSE,"Get the chill vibes going and flowing. Las vibras tranqui que ocupas en tu vida.","spotify",FALSE
"3074","37i9dQZF1DX2rtAnhOgHNC","Los 2010 México",142948,50,2021-05-03,FALSE,"Esta década ha terminado, y nos ha dejado grandes éxitos.","spotify",FALSE
"3075","37i9dQZF1DX7tZql9TtyhL","TBT Party",209795,100,2021-05-03,FALSE,"La música de ayer, el party de hoy.","spotify",FALSE
"3076","37i9dQZF1DX478gzAd4Kac","El After Party",10557,50,2021-05-03,FALSE,"Después del party es el after party.","spotify",FALSE
"3077","37i9dQZF1DXb6wQUgoZzUc","La Casa del Perreo",643938,80,2021-05-03,FALSE,"Barre con el pelo y hasta el suelo.","spotify",FALSE
"3078","37i9dQZF1DX0qVgUFKIZBO","Fiesta & Karaoke",16079,70,2021-05-03,FALSE,"¡Agarra el micrófono y empieza a cantar estos éxitos inolvidables!","spotify",FALSE
"3079","37i9dQZF1DWXYhWcTBGc47","MIRREY",971973,85,2021-05-03,FALSE,"¡Saca el champú, paps!","spotify",FALSE
"3080","37i9dQZF1DWZLK2btdLMWz","Vip",149218,50,2021-05-03,FALSE,"¿Estás en línea o estás en VIP?","spotify",FALSE
"3081","37i9dQZF1DX2QXdeI8K6lP","Serenata a Mamá",101903,100,2021-05-03,FALSE,"Le llevamos serenata a mamá con las canciones que la hacen recordar esos años dorados. En portada: Los Panchos","spotify",FALSE
"3082","37i9dQZF1DX41Fp9G6874Y","Romance Rocanrol",92796,30,2021-05-03,FALSE,"Las más fresas de la era del rocanrol para bailar ""de cachetito"".","spotify",FALSE
"3083","37i9dQZF1DX2634ugjuuln","Pepián con Tortillas",4125,75,2021-05-03,FALSE,"Disfruta de la música mientras cenas esta noche","spotify",FALSE
"3084","37i9dQZF1DWVPRVPGc4ZVv","Hot Hip Hop",318206,50,2021-05-03,FALSE,"Le meilleur du rap US. Photo : DJ Khaled","spotify",FALSE
"3085","37i9dQZF1DXawlg2SZawZf","Classiques du Rap US",297519,62,2021-05-03,FALSE,"Les classiques du rap américain, de Grandmaster Flash à Eminem.","spotify",FALSE
"3086","37i9dQZF1DXch2nNxu927l","Suprême R&B",284280,50,2021-05-03,FALSE,"Les classiques du R&B réunis dans une  playlist ! Cover : Rihanna","spotify",FALSE
"3087","37i9dQZF1DWSJaGvRwFnf6","No Pain No Gain",195130,50,2021-05-03,FALSE,"Boostez votre séance de sport avec cette sélection hip-hop.","spotify",FALSE
"3088","37i9dQZF1DXclgCwbk0uat","Éxitos Chile",1516506,51,2021-05-03,FALSE,"¡Escucha los éxitos de hoy! 
Foto: Sebastian Sebastian & Myke Towers.","spotify",FALSE
"3089","37i9dQZF1DX3TKWnpd3vOb","Rock Chileno",186939,95,2021-05-03,FALSE,"Encuentra un mix de clásicos y nuevos talentos. Foto: Ciudad Nómade.","spotify",FALSE
"3090","37i9dQZF1DXdxFkXW4j8RX","Rap Chileno",284679,106,2021-05-03,FALSE,"La casa de lxs MC's. 
Foto: Chystemc.","spotify",FALSE
"3091","37i9dQZEVXbJqfMFK4d691","Top 50 - Bolivia",73612,50,2021-05-03,FALSE,"Your daily update of the most played tracks right now - Bolivia.","spotifycharts",FALSE
"3092","37i9dQZEVXbMTKZuy8ORFV","Viral 50 - Bolivia",11934,50,2021-05-03,FALSE,"Your daily update of the most viral tracks right now - Bolivia.","spotifycharts",FALSE
"3093","37i9dQZF1DXbOnyEG5dOWL","Éxitos Bolivia",175,50,2021-05-03,FALSE,"¡Escucha los éxitos de hoy!
Foto: Gera MX & Christian Nodal.","spotify",FALSE
"3094","37i9dQZF1DXe4DdBWbLDpG","Batalla de los Gallos",31870,63,2021-05-03,FALSE,"Música original + batallas de algunos de los mejores gallos. Foto: WOS","spotify",FALSE
"3095","37i9dQZF1DX92t5UjbyVl5","Beats Para Rapear",12217,70,2021-05-03,FALSE,"¿Tienes flow, tienes rimas? Dale play.","spotify",FALSE
"3096","37i9dQZF1DX5DGKC3XcKsx","Trapperz Uruguay",7367,68,2021-05-03,FALSE,"Lo mejor del trap charrúa. 
Foto: Duki, Pekeño 77, Mesita, Franux BB & 44kid.","spotify",FALSE
"3097","37i9dQZF1DXdqrBLlPKz6L","Trapperz Andinos",8773,60,2021-05-03,FALSE,"Los temas más prendidos del trap desde Venezuela, Colombia, Perú y Ecuador. Foto: Big Soto","spotify",FALSE
"3098","37i9dQZF1DXctlngsnJR5k","Éxitos Ecuador",30464,50,2021-05-03,FALSE,"Los mejores éxitos de hoy en Ecuador. Foto: Bad Bunny","spotify",FALSE
